// cmdid = message (HSR-OWNER); real name where known, // obf: original
4 = GetLevelRewardTakenListScRsp  // obf: GPONDAHEKJN
8672 = GridFightUseConsumableCsReq  // obf: MOIONLDJGJI
8677 = GEBBMDCOLCH
8679 = GridFightUpdateEliteBranchSelectScRsp  // obf: AIDDODLHDLE
8680 = GridFightGetDataCsReq  // obf: AEFBLHALOFO
8699 = GridFightPermanentTalentEnableScRsp  // obf: KCADLPJDECG
8704 = ALNFEBKHCFC
8705 = GridFightUpdateEquipTrackScRsp  // obf: KLLHNFLCDGF
8707 = GridFightSummonProjectionCsReq  // obf: AAGHPDHCOOI
8711 = GridFightSyncUpdateResultScNotify  // obf: OILCMCPNBEO
8717 = GridFightStartGamePlayScRsp  // obf: DHOCOJLJPPA
8718 = GridFightRecycleRoleCsReq  // obf: IPHBHKOOGBJ
8719 = GridFightEnterBattleStageScRsp  // obf: NGIPBCJPFPG
8721 = GridFightSyncVirtualItemNotify  // obf: HFIDFIANHAN
8722 = GridFightEnterBattleStageCsReq  // obf: LHDIOCPFGHJ
8735 = GridFightGetArchiveScRsp  // obf: NABNCJEJGLG
8739 = GridFightSettleNotify  // obf: OLPFMPIKIPK
8741 = GridFightGetOrbCsReq  // obf: IKMOCJBMGOJ
8743 = GridFightUpdatePosCsReq  // obf: GEKBDAKFNHK
8748 = GridFightEquipCraftCsReq  // obf: BDNCOOANAEA
8751 = GridFightSeasonHandBookNotify  // obf: MNJIFHBGMDJ
8757 = GridFightHandlePendingActionScRsp  // obf: CJLEJIGIKOF
8762 = GridFightTraitUpdateCsReq  // obf: PHIFCNHKOAI
8765 = GridFightUseForgeCsReq  // obf: OEBKLEPMMKE
8769 = GridFightTakeWeeklyRewardScRsp  // obf: GAEKHIDCFHF
8775 = ENDFBBDFFDH
8776 = GridFightTrackTraitScRsp  // obf: IIFPPBCFBBC
8782 = GridFightUpdateGameRefCsReq  // obf: PHGFFOEJEBM
8783 = GridFightResumeGamePlayScRsp  // obf: FGMKGOIIFFL
8790 = GridFightEquipDressScRsp  // obf: JIOMOCFOMOA
8794 = GridFightStartGamePlayCsReq  // obf: IAABDBBJHOL
8904 = TakeChallengePeakRewardScRsp  // obf: FGHONKMDBGM
8906 = GetChallengePeakDataScRsp  // obf: PKPOJIAJAAF
8908 = SetChallengePeakBossHardModeScRsp  // obf: CGLPPBKHAAN
8911 = ChallengePeakGroupDataUpdateScNotify  // obf: JMDENKICHGK
8914 = GetCurChallengePeakScRsp  // obf: CIDMLLEGNNN
8916 = ChallengePeakSettleScNotify  // obf: AFALNHPPKAD
8918 = SetChallengePeakMobLineupAvatarCsReq  // obf: ELKDCCIHLAB
8920 = StartChallengePeakCsReq  // obf: OIAAPGFCOEH
8925 = ReStartChallengePeakScRsp  // obf: PJMIAMJLMPA
8926 = TakeChallengePeakRewardCsReq  // obf: PIOAJBFKNIB
8929 = LeaveChallengePeakCsReq  // obf: IJKAGDIBGNJ
8931 = StartChallengePeakScRsp  // obf: KNOGAGKIKHH
8932 = LeaveChallengePeakScRsp  // obf: MNJILKCIOKI
8934 = GetChallengePeakDataCsReq  // obf: CJILPJOJOIF
8938 = SetChallengePeakMobLineupAvatarScRsp  // obf: EBIDCJCHKAA
8939 = ConfirmChallengePeakSettleScRsp  // obf: GLMBEOAENGF
8940 = SetChallengePeakBossHardModeCsReq  // obf: KDMFDDFOICF
8942 = ConfirmChallengePeakSettleCsReq  // obf: NOFPJFHIFKK
8947 = ReStartChallengePeakCsReq  // obf: FAHIACFGMMP
8948 = GetCurChallengePeakCsReq  // obf: LFGECDNDGEJ
8952 = RelicBoxRegularScNotify  // obf: BIGELLJGGEP
8954 = SetRelicBoxTargetCsReq  // obf: ANOEGCFDJKD
8956 = ConfirmRelicBoxScRsp  // obf: EENMGNBLPEJ
8957 = ConfirmRelicBoxCsReq  // obf: OJKDPIDOBEO
8958 = SetRelicBoxCustomScRsp  // obf: ONJHKFHDPGH
8959 = OpenRelicBoxScRsp  // obf: PCAFMOHEDGK
8960 = GetRelicBoxDataCsReq  // obf: NGKOLFNOAKC
8962 = OpenRelicBoxCsReq  // obf: GFOFPDMELCL
8963 = SetRelicBoxTargetScRsp  // obf: DGJAPNJCDCM
8966 = GetRelicBoxDataScRsp  // obf: JOONMECDIHJ
8967 = SetRelicBoxCustomCsReq  // obf: OKCGFDFBPBL
8968 = ReportRelicBoxActionScRsp  // obf: OBKJIKBEHHF
8969 = ReportRelicBoxActionCsReq  // obf: AGKJMBBJCNC
8973 = StartChallengeTierceScRsp  // obf: KLECENLPBJL
8974 = StartNextChallengeTierceCsReq  // obf: MHJNOBBOFOC
8976 = ChallengeTierceSyncNotify  // obf: DOPHNDHILPA
8977 = RestartChallengeTierceScRsp  // obf: JMPJCAPKNGI
8978 = SetChallengeTierceLineupCsReq  // obf: NFKCMMEAIDN
8979 = GetChallengeTierceDataCsReq  // obf: GOMLCMBBPCH
8980 = StartNextChallengeTierceScRsp  // obf: LHAKNKHBLBI
8982 = GetChallengeTierceControllerScRsp  // obf: LPIHJBELIBN
8983 = StartChallengeTierceCsReq  // obf: CFPEHPFBFOK
8986 = ConfirmChallengeTierceStageSettleScRsp  // obf: OKEDFNJJGHB
8987 = ConfirmChallengeTierceStageSettleCsReq  // obf: MENLHHCJNCE
8990 = RestartChallengeTierceCsReq  // obf: PKKFNODINEM
8991 = GetChallengeTierceControllerCsReq  // obf: CCHPHOIKECB
8994 = GetChallengeTierceDataScRsp  // obf: HFGMOFBDAON
8997 = LeaveChallengeTierceScRsp  // obf: HBFNNCGECMO
8998 = LeaveChallengeTierceCsReq  // obf: JPIMBJPMFBP
8999 = SetChallengeTierceLineupScRsp  // obf: GGCBEKKJCJN
9002 = TakeHipplenEndingRewardCsReq  // obf: INFDOMFEGML
9004 = HipplenCycleResultScNotify  // obf: GJIIPFBFLLC
9006 = GetHipplenDataScRsp  // obf: PNDFAAJNNEO
9008 = SetHipplenOutfitScRsp  // obf: ALEAEINGEBP
9011 = SettleHipplenWorkScRsp  // obf: DOJOHDFGJLB
9014 = OpenHipplenCycleScRsp  // obf: ELBMKCGDHAK
9016 = SettleHipplenWorkCsReq  // obf: CGONOIEOEBP
9018 = TakeHipplenEndingRewardScRsp  // obf: DGEPKPAHIIN
9020 = GetHipplenInheritCsReq  // obf: KMIGGGFOGCN
9023 = HipplenTraitUnlockScNotify  // obf: CCENPJEAFOI
9026 = HipplenAgendaResultScNotify  // obf: LDECOFOGIGD
9029 = SetHipplenAgendaCsReq  // obf: DOLCPKAMCEM
9031 = GetHipplenInheritScRsp  // obf: GCLDADIKLEG
9032 = SetHipplenAgendaScRsp  // obf: LEILCBFJFFD
9034 = GetHipplenDataCsReq  // obf: NBKACPHIPDA
9038 = HipplenChangeScNotify  // obf: JKPIHPAGABC
9040 = SetHipplenOutfitCsReq  // obf: EPBHKLFKMLB
9048 = OpenHipplenCycleCsReq  // obf: NCFFIOJPHJM
9052 = GetFiveDimFluteDataScRsp  // obf: JOMFDNFHHBD
9054 = SetChenLingGameBoyCheatCodeInputStatusScRsp  // obf: CDJKLJDMJHO
9056 = GetChenLingGameBoyDataScRsp  // obf: AHFBNKIHGIH
9057 = AIPNFBBDNEO
9058 = GetFiveDimMiniGameDataScRsp  // obf: EMPBDGJAFDF
9061 = ChenLingGameBoyChangeSettingsScRsp  // obf: ONAEGKCMPNN
9064 = SetChenLingGameBoyCheatStatusScRsp  // obf: JHEHACPKKBL
9066 = JAIGKNCMOLK
9068 = BAGCLEDHOBD
9069 = NCGFPOKHMBL
9070 = FinishChenLingGameBoyCsReq  // obf: JAIPALPGNKD
9073 = GetFiveDimFluteDataCsReq  // obf: NNFLBBKGBDP
9075 = FinishFiveDimMiniGameScRsp  // obf: GNCJHGHBEPP
9076 = ANDPLLAKCLE
9079 = ChenLingGameBoyGetFriendRankingInfoCsReq  // obf: NFEKGEAIMEO
9081 = FinishChenLingGameBoyScRsp  // obf: PGIOKHAKAPP
9082 = ChenLingGameBoyGetFriendRankingInfoScRsp  // obf: NPPEAEPGEOF
9084 = GetChenLingGameBoyDataCsReq  // obf: CMGCLJCPJKO
9088 = EGJJHFIPCNB
9089 = MazeCrossFloorConditionChangeScNotify  // obf: LMJDKIDHMFH
9090 = GetFiveDimMiniGameDataCsReq  // obf: PFPDFEPNLHL
9092 = FiveDimFluteDataChangeNotify  // obf: NBEFNNHILCB
9097 = FinishFiveDimMiniGameCsReq  // obf: BHMAJOCINCF
9098 = EMDKLICDPKK
9102 = GetElationActivityDataCsReq  // obf: NJKCBFFNNEH
9103 = GetElationActivityDataScRsp  // obf: ONJNHGNCEOE
9104 = ElationActivityBattleEndScNotify  // obf: NHFAHLAIHEJ
9109 = EnterElationActivityStageScRsp  // obf: HBPGCJMBKGB
9110 = EnterElationActivityStageCsReq  // obf: BKMKLMLDHJG
9112 = GetActivityHotDataCsReq  // obf: LHPPNBMEBKD
9113 = GetActivityHotDataScRsp  // obf: NDKGIMLKJHA
9114 = GetActivityRewardCountDataCsReq  // obf: JNLMHLEACBE
9117 = GetActivityRewardCountDataScRsp  // obf: BHCFGOHFLIO
9119 = GetAllActivityRewardCountDataScRsp  // obf: JLLBOPLHIKD
9120 = GetAllActivityRewardCountDataCsReq  // obf: IBDDBLNJFPF
9122 = CakeRaceGetDailyLikeCsReq  // obf: EHJBIMBILHP
9123 = CakeRaceLoanScRsp  // obf: AEKIMHBEOGP
9125 = CakeRaceLikeFriendRankingInfoCsReq  // obf: FBBHAKEHLEC
9126 = CakeRaceCoinScoreChangeScNotify  // obf: ANJBFCEBNGF
9127 = CakeRaceStartPveScRsp  // obf: HLMHPBJKJOD
9128 = CakeRaceGetDataCsReq  // obf: JEEFPOLFCOO
9129 = CakeRaceGetHandbookCsReq  // obf: FNOMEBNDGJI
9132 = CakeRaceGetFriendRankingInfoListScRsp  // obf: GMGCEMNNPBM
9133 = CakeRaceLoanCsReq  // obf: ABKIKDIGKHG
9134 = CakeRaceGetDailyLikeScRsp  // obf: OALBLNCGKCO
9136 = CakeRaceFinishPveScRsp  // obf: BCOHNDPHBGK
9137 = CakeRaceFinishPveCsReq  // obf: PIBEHFDDAAJ
9138 = CakeRaceFinishFieldRewardScNotify  // obf: CJALEDGKEPJ
9140 = CakeRaceStartPveCsReq  // obf: AAKNOOFGMIC
9141 = CakeRaceGetFriendRankingInfoListCsReq  // obf: IONBKDFCGJO
9144 = CakeRaceGetHandbookScRsp  // obf: MPNKBNOCCLD
9146 = CakeRaceLikeFriendRankingInfoScRsp  // obf: EEBFDPANGCP
9147 = CakeRaceUpdatePveScRsp  // obf: DPNIHNAJNLJ
9148 = CakeRaceUpdatePveCsReq  // obf: NMADMOMNBMO
9149 = CakeRaceGetDataScRsp  // obf: JNEODFOHENL
9151 = LimaoNewsUpvoteInterviewScRsp  // obf: KBAKBMGBNOL
9153 = LimaoNewsSetMainPageFlagScRsp  // obf: LJCBIAEMLDN
9159 = IBPHNIBGMPH
9160 = LimaoNewsFinishClientReplyScRsp  // obf: EPMONPAABKJ
9167 = LimaoNewsDataChangeScNotify  // obf: PNALNDONMCK
9168 = LimaoNewsSubmitIssueScRsp  // obf: OFDMHDODALP
9171 = LimaoNewsGetDataCsReq  // obf: PNOAIGFGNKE
9172 = PDPKFDOJOFK
9173 = LimaoNewsGetDataScRsp  // obf: JKHGDJGBHCD
9174 = HBOOIEJHKOD
9176 = LimaoNewsSubmitPostScRsp  // obf: MAGMMMINOAJ
9177 = KELNHIOMCNF
9178 = LimaoNewsFinishClientMessageScRsp  // obf: GHBKJLIHHGJ
9180 = LimaoNewsUpvotePostScRsp  // obf: DDAPICMFDAB
9183 = OLNDMBMBNDC
9184 = ICCEJJFNNBD
9185 = LimaoNewsFinishClientEventScRsp  // obf: CPGFNBBIGLH
9186 = LimaoNewsCompleteOfficeSurveyListScRsp  // obf: ACGBGKFFAOL
9187 = LFGKIJMBKJG
9189 = LDCEDOGDNDC
9192 = DPAJAECBCPA
9194 = JABBBMCMKAI
9195 = PLADCLDJGKK
9199 = GNPIEPGLNPC
9201 = HOALCJNIJJC
9202 = IGIBNBCMEAG
9203 = OFNBDEKJMON
9204 = DGFHEGJKHFO
9205 = EMOPGLBEHPA
9206 = NFBHBDICGOG
9207 = JGHOCEGBDCC
9208 = LimaoNewsOfficeSurveyWithFilterScRsp  // obf: JEGNOIJMBCA
9210 = LimaoNewsTrackSurveyScRsp  // obf: GHBBMIJFIAD
9212 = ChimeraDuelShopBuyItemScRsp  // obf: LAOFKEIIEPF
9214 = ChimeraDuelEndRoundShopStageScRsp  // obf: NFPFNFPDFGK
9215 = ChimeraDuelSellChimeraScRsp  // obf: HGEBBOPADLG
9216 = ChimeraDuelGetDataScRsp  // obf: ALDPPBAIOEF
9217 = ChimeraDuelShopRefreshCsReq  // obf: JLAIAPGBEIA
9218 = ChimeraDuelEndGameScRsp  // obf: ABDJMGPOAOK
9219 = ChimeraDuelSaveFriendPvpLineupCsReq  // obf: EINFHDNDOHM
9221 = ChimeraDuelStartGameScRsp  // obf: MKBBBFIDNNE
9222 = ChimeraDuelSellChimeraCsReq  // obf: GELEDBJOGNM
9223 = ChimeraDuelSelectGameCsReq  // obf: KGCGPFEOCBC
9224 = ChimeraDuelEndRoundBattleStageScRsp  // obf: EKICGMEHNGD
9225 = ChimeraDuelSelectGameScRsp  // obf: KNIBJEJBDLO
9226 = ChimeraDuelStartGameCsReq  // obf: CKMAAIACPBH
9227 = ChimeraDuelSetFriendDefendLineupCsReq  // obf: LMOAEPFPCAP
9228 = ChimeraDuelShopLockCsReq  // obf: MBOEOEFGEBL
9229 = ChimeraDuelShopRefreshScRsp  // obf: KIDHDGNADCF
9231 = ChimeraDuelChangeLineupScRsp  // obf: HIFFJEEAFAA
9233 = ChimeraDuelShopBuyItemCsReq  // obf: INJCCMKJICJ
9234 = ChimeraDuelFinishMasterChallengeScRsp  // obf: APNJBEGDHNJ
9235 = ChimeraDuelShopBuyChimeraScRsp  // obf: CPMDNMMDCCM
9236 = ChimeraDuelEndRoundShopStageCsReq  // obf: AHBDLPFDPGA
9238 = ChimeraDuelFinishMasterChallengeCsReq  // obf: BALPIPIDLDM
9239 = ChimeraDuelUnlockMasterCsReq  // obf: LJLKLNBNHLP
9242 = ChimeraDuelUnlockMasterScRsp  // obf: FCIGOCFOGHK
9243 = ChimeraDuelGetFriendListScRsp  // obf: KNKGKMFEHLB
9244 = ChimeraDuelGetDataCsReq  // obf: DGNHKIDECGG
9245 = ChimeraDuelSetFriendDefendLineupScRsp  // obf: IALCLGBDMBL
9248 = ChimeraDuelShopLockScRsp  // obf: NKNIPLOMJMM
9249 = ChimeraDuelChangeLineupCsReq  // obf: FPPLEPMEEHJ
9250 = ChimeraDuelEndGameCsReq  // obf: NHNFGOJKPDJ
9251 = ChimeraDuelSaveFriendPvpLineupScRsp  // obf: GDFEPBJJBJB
9252 = ChimeraDuelSyncChangeScNotify  // obf: BDLPMPLGLPF
9253 = ChimeraDuelGetFriendListCsReq  // obf: GHDNIIFHFGB
9257 = ChimeraDuelShopBuyChimeraCsReq  // obf: ILHGAACMJHM
9258 = ChimeraDuelEndRoundBattleStageCsReq  // obf: FIPOBGFFNKD
9262 = DiceCombatMainPageRollDiceCsReq  // obf: CNFMEHAEIJI
9264 = ModifyAvatarDiceRsp  // obf: NALJOPFBJDK
9265 = V2FinishPveStageCsReq  // obf: IOEOOJJNGKD
9266 = GetSystemDataRsp  // obf: CCNGMFEFNKG
9267 = UpgradeAvatarRsp  // obf: LCACCGHOGDB
9268 = AddItemRsp  // obf: IPGLHOIFDAB
9271 = FinishPveStageScRsp  // obf: DFLIOADBEDK
9273 = V2FinishPveStageScRsp  // obf: AFAAPIGOAEN
9275 = DDKNIMHHNPA
9276 = BPNGPLHJHBE
9279 = GetDiceCombatShopDataCsReq  // obf: JFGGPGHOANG
9280 = BuyShopGoodScRsp  // obf: NCGNOILONNI
9283 = GetShopDataScRsp  // obf: IEGHPBPFCGL
9286 = DiceCombatModifyAvatarDiceCsReq  // obf: PENHEEONFHJ
9292 = DiceCombatUpgradeAvatarCsReq  // obf: LAPHOALBKBH
9293 = DiceCombatFinishPveStageCsReq  // obf: ELOCPGOBJFM
9294 = GetDiceCombatSystemDataCsReq  // obf: HHKPBPHJOMO
9295 = BLBHACNKKFC
9298 = BuyShopGoodCsReq  // obf: IAFNLKNKPBD
9323 = ExpeditionBattleSetLineupScRsp  // obf: NIEPBHBOCBI
9324 = ExpeditionBattleSettleScNotify  // obf: AAOADDHLOJE
9327 = ExpeditionBattleStartScRsp  // obf: AAKFAEEILGA
9328 = GetExpeditionBattleDataCsReq  // obf: MFBKEMKDKLO
9330 = ExpeditionBattleEndScNotify  // obf: OONNIGNNMGL
9333 = ExpeditionBattleSetLineupCsReq  // obf: MIGBFGJMAPA
9340 = ExpeditionBattleStartCsReq  // obf: ALLNMAAOELO
9348 = FJKEGMEPLDI
9349 = GetExpeditionBattleDataScRsp  // obf: EEOMNBBJDOG
9353 = TakeTaskRewardScRsp  // obf: OPCILEAHKAH
9354 = DressSpecialEquipCsReq  // obf: DOAGEJLCHJE
9355 = IdleLiveStartNodeCsReq  // obf: BABFMGPNOIG
9357 = HandlePendingEquipScRsp  // obf: NEEFMPLOKIL
9360 = NOHKADAPKHE
9361 = IdleLiveGetPendingEquipCsReq  // obf: BIJEDLPINKH
9362 = IdleLiveCollectIncomeScRsp  // obf: NDMGIMOOFBL
9363 = GetFriendNewAssistRewardScNotify  // obf: GFDJAEDKGGB
9364 = KIDELOJLPFB
9365 = IdleLiveFinishNodeEventScRsp  // obf: MAAIAFILLFN
9366 = StartNodeBattleScRsp  // obf: ELPBDFINJGH
9367 = IdleLiveGetPendingEquipScRsp  // obf: LGNJPFPACGH
9369 = DressSpecialEquipScRsp  // obf: NJABIIKAJEK
9371 = IdleLiveCollectIncomeCsReq  // obf: GAIANGFBBPG
9372 = TechTreeChangeNodeStateCsRsp  // obf: CCCGMGMLKOM
9373 = TakeQuestEquipCsCsReq  // obf: JOCIDFPEBGM
9374 = EndDungeonCsReq  // obf: FNKBEGIDAAC
9375 = EMCJBMOICJN
9379 = TechTreeChangeNodeStateCsCsReq  // obf: DCKICCFJELB
9380 = StartDungeonScRsp  // obf: CPFNEECKCMK
9384 = IdleLiveGetDataCsReq  // obf: APKJENOJIFD
9386 = HGDEGLENMPM
9388 = DMEPOENPEIF
9389 = IdleLiveFinishFinalActScRsp  // obf: MLBDIPICABB
9390 = TakeContentCsReq  // obf: OMLBEGNKAOE
9391 = StartDungeonCsReq  // obf: OKABLGLBPOA
9392 = IdleLiveFinishFinalActCsReq  // obf: IABBGPLBLML
9394 = UpdateCustomInfoScRsp  // obf: DMBPHCPLGIJ
9399 = IdleLiveDoGachaCsReq  // obf: KKGJPMCFDON
9401 = IdleLiveGetStatisticScRsp  // obf: FAJEJCBILIA
9403 = UpdateCustomInfoCsReq  // obf: BPHPLIKMHHF
9406 = IdleLiveFinishNodeBattleScRsp  // obf: JLCNOGIJGMH
9407 = IDFMIDPCJAC
9408 = IdleLiveFinishNodeBattleCsReq  // obf: FOMCONFODHH
9410 = StartNodeBattleCsReq  // obf: BKDANKLCAHC
9412 = FinishQuestionCsReq  // obf: COFMKALOLKB
9414 = ReplaceTeamCsRsp  // obf: BDKIMOIFPIL
9417 = IdleLiveTakeAssistRewardCsReq  // obf: BBABPMLDJMM
9418 = ReplaceTeamCsCsReq  // obf: OLFPLAAAFHI
9423 = TakeTaskRewardCsReq  // obf: HMPGPHLEJKF
9425 = IdleLiveStartNodeScRsp  // obf: LMACKMNOJBF
9426 = TakeQuestEquipCsRsp  // obf: MGKHEPIJPAC
9427 = GetFriendDungeonInfoScRsp  // obf: MNFPIBFOIEF
9428 = NMEMDFOCMFO
9429 = TakeContentScRsp  // obf: DIMGBMHNGAH
9431 = IdleLiveGetStatisticCsReq  // obf: PDMEKAGOCND
9432 = NILCAHCBKAI
9433 = IdleLiveFinishNodeEventCsReq  // obf: DDNJIHCBDDE
9435 = HandlePendingEquipCsReq  // obf: EAILAPHKBNO
9443 = SyncChangeNtf  // obf: LOMPEEDFPLE
9446 = EndDungeonScRsp  // obf: LDCHLAKNODJ
9447 = UpgradeTeamSlotCsRsp  // obf: GDLPHFCCCFL
9472 = DCABOALFJAP
9473 = NMEKJABIGGH
9488 = ChooseDeliveryScRsp  // obf: EDLIDAKBKMK
9490 = ChooseDeliveryGetDataCsReq  // obf: MPGLAPAHADP
9496 = ChooseDeliveryGetDataScRsp  // obf: MEAJJFGMAPG
9497 = ChooseDeliveryCsReq  // obf: LLGOONIKLAJ
9502 = UpdateAiPamSettingsCsReq  // obf: LILHIEALFOC
9504 = GetAiPamChatInfoCsReq  // obf: JFJKBMAEEMF
9506 = AiPamSendMsgScRsp  // obf: NINBBMNLKEH
9507 = KIIKHMMDHKP
9508 = AiPamResponseFeedbackCommentCsReq  // obf: BAHBEAHIFCC
9514 = AiPamResponseFeedbackCsReq  // obf: CPCLIOIHCKI
9516 = GetAiPamNextQuestionScRsp  // obf: OLNIMIPEKAB
9518 = UpdateAiPamSettingsScRsp  // obf: JPCEIGAGLND
9519 = HGGMNLNJPHG
9520 = RecvAiPamChatEventScNotify  // obf: FKCDLPGBLEE
9521 = AiPamAskSettlementScNotify  // obf: HOHCCKGOOEE
9523 = TriggerAiPamSpeakScRsp  // obf: KIDOEDMJDGJ
9525 = TriggerAiPamSpeakCsReq  // obf: FLECMDNBJMM
9529 = GetAiPamChatHistoryScRsp  // obf: JACFBOEDEEB
9531 = GetAiPamChatHistoryCsReq  // obf: EAJHAKEBDBG
9532 = GetAiPamNextQuestionCsReq  // obf: OFPHPFENACO
9534 = AiPamSendMsgCsReq  // obf: GAEBCDPICNH
9538 = AiPamMotionScNotify  // obf: EPPBALGDGEF
9539 = BKHLGPCDLGL
9540 = AiPamResponseFeedbackScRsp  // obf: CBJOMIPDHJF
9542 = LHNMDFOPMKN
9547 = AiPamResponseFeedbackCommentScRsp  // obf: IGDMGNCPFCM
9548 = GetAiPamChatInfoScRsp  // obf: JBCKBPGGDCO
9554 = ActiveActivityDataChangeScNotify  // obf: EDJDFEIOACG
9558 = TakeActiveActivityRewardScRsp  // obf: LKELMFPNKJC
9560 = GetActiveActivityDataCsReq  // obf: NCGDBKBGDDD
9566 = GetActiveActivityDataScRsp  // obf: OGGACDOLAOF
9567 = TakeActiveActivityRewardCsReq  // obf: FEHIEJJHDPM
9572 = ChenLingRefreshCardScRsp  // obf: FAHNFMCOJCH
9574 = ChenLingUseHandCardScRsp  // obf: LAECPMJAIIK
9575 = ChenLingBuyShopItemCsReq  // obf: LKFKOHLGMOJ
9576 = ChenLingGetDataScRsp  // obf: PJFEPJKONAA
9577 = ChenLingRefreshShopCsReq  // obf: HPKOOPBFEAH
9578 = ChenLingFinishPrepareScRsp  // obf: PFELEGKDCBO
9579 = ChenLingActivatedPrivilegeScRsp  // obf: BELCKPBEIOK
9580 = ChenLingClientStatusChangeCsNotify  // obf: PIIJEIADMFP
9581 = ChenLingUnlockGridScRsp  // obf: KCEJNBLDAFE
9582 = ChenLingSelectPolicyScRsp  // obf: MJEMCKGBIPN
9583 = ChenLingBuyShopItemScRsp  // obf: OMFFCGEINLF
9584 = ChenLingSellHandCardScRsp  // obf: GEPCOHMCAAJ
9585 = ChenLingActivatedPrivilegeCsReq  // obf: NJJNLJAPMMK
9586 = ChenLingUnlockGridCsReq  // obf: IOPAIDKIGAJ
9587 = ChenLingFinishShopCsReq  // obf: PLMPGLKCGBJ
9588 = ChenLingRefreshPolicyCsReq  // obf: NFAHEHELGEC
9589 = ChenLingRefreshShopScRsp  // obf: JMLOJKGMBMC
9590 = ChenLingStartStageCsReq  // obf: FCLBPLLKLLL
9591 = ChenLingSelectPolicyCsReq  // obf: KNKCNKJOKPA
9593 = ChenLingRefreshCardCsReq  // obf: KHMGHGPLPHF
9594 = ChenLingMoveEntityScRsp  // obf: DLGCDMBGIEB
9595 = ChenLingFinishBattleScRsp  // obf: HFNMKEDPFJH
9596 = ChenLingUseHandCardCsReq  // obf: FCNMJGGDEFO
9598 = ChenLingMoveEntityCsReq  // obf: HKKBGLINEOM
9599 = ChenLingQuitStageCsReq  // obf: PEEJCHEKGCJ
9601 = ChenLingStartStageScRsp  // obf: CPMOGOPHJOG
9602 = ChenLingQuitStageScRsp  // obf: NEAMMJICKGD
9603 = ChenLingHandlePendingActionsScRsp  // obf: GOKHEKCHLEL
9604 = ChenLingGetDataCsReq  // obf: AGEPCIIPMEF
9605 = ChenLingFinishShopScRsp  // obf: BEKKPBIKINI
9608 = ChenLingRefreshPolicyScRsp  // obf: EIFJNMDDNPF
9609 = ChenLingSelectCardScRsp  // obf: HLCAKAJLKGO
9610 = ChenLingFinishPrepareCsReq  // obf: GBCKAGHDPEB
9611 = ChenLingSyncChangeScNotify  // obf: DBJPOICBGMK
9612 = ChenLingSelectCardCsReq  // obf: JJLPGBIAADJ
9613 = ChenLingHandlePendingActionsCsReq  // obf: PICHIFNMBNO
9617 = ChenLingFinishBattleCsReq  // obf: ONGCOFFLIAE
9618 = ChenLingSellHandCardCsReq  // obf: MEJECBOGNNN
9620 = ChenLingClientStartBattleCsNotify  // obf: DIONONBIIKN
9636 = SocialPlayPreCheckEnterRoomScRsp  // obf: AABPMMILMLE
9638 = SocialPlayGetDataScRsp  // obf: HHMGCCNGECJ
9641 = SocialPlayGetDataCsReq  // obf: JOMGBEHABNJ
9653 = SocialPlayGetOwnerRoomDataScRsp  // obf: ELOKPEJFACN
9655 = SocialPlayGetOwnerRoomDataCsReq  // obf: AEGCDIIGMHF
9664 = SocialPlayRoomPlayerMoveScNotify  // obf: NCPEJLBJCLO
9667 = DJIHNCHDFED
9689 = SocialPlayQueryRecentVisitorsCsReq  // obf: NDCCLPKPEKJ
9696 = JKILAALMFIB
9703 = SocialPlayQueryRecentVisitorsScRsp  // obf: JIDMMPAOELM
9704 = SocialPlayTalkScRsp  // obf: PGGEHFHFACC
9705 = SocialPlaySettingInfoScNotify  // obf: OEHMGHHBKBJ
9707 = SocialPlayGetOnlineRoomDataScRsp  // obf: GGLBEGNMMNJ
9714 = SocialPlayGameplayOperationScNotify  // obf: MLNOEMIDHME
9726 = SocialPlayGetOnlineRoomDataCsReq  // obf: JNJMELPOFFK
9736 = SocialPlayPreCheckEnterRoomCsReq  // obf: NNFOMOBLFAC
9741 = BODEMOLDHAA
9743 = SocialPlayTalkCsReq  // obf: LPBPHOIIJNO
9761 = JGAMELLGLGE
9772 = PixAirRefreshShopCsReq  // obf: IAOPGEAFECL
9774 = IIFHCHDPKIA
9776 = PixAirGetDataScRsp  // obf: IOAFKPDEIEA
9777 = GNCJNHIOKDL
9778 = PixAirSellEquipCsReq  // obf: ILBJGGEHAEK
9781 = PixAirReenterStageCsReq  // obf: BFMGLOCNHMO
9784 = PixAirChangePosCsReq  // obf: DFOAHLEOOIK
9786 = PixAirQuitStageScRsp  // obf: BFHPBLANIKG
9788 = PixAirRefreshShopScRsp  // obf: EKMNFJIPCMI
9789 = PixAirUnlockPlaneCsReq  // obf: NIAFAFFMEMM
9790 = PixAirSyncChangeScNotify  // obf: INOEJKDIMKO
9791 = EKJMIJBIIHO
9793 = PixAirBuyGoodsScRsp  // obf: HPEKDMBCAEI
9795 = PixAirBuyGoodsCsReq  // obf: NBBINLLONGI
9796 = PixAirReenterStageScRsp  // obf: GBMIHCDKOKK
9799 = PixAirStartStageScRsp  // obf: OMPGJHBEJAB
9801 = PixAirStartStageCsReq  // obf: GHMOAPECAPB
9802 = PixAirQuitStageCsReq  // obf: LIFDLLPAAKF
9804 = PixAirGetDataCsReq  // obf: OFNMDDJOJEO
9808 = GBMAHPJPGLM
